,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
1913,535106140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,10150,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Average,Average,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,456,912,GasA,Excellent,Y,FuseA,912,0,0,912,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1958.0,RFn,1,275,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,COD,Normal,-93.616099,42.045809000000006,114500
1914,535106180,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,11344,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_and_Half_Fin,Average,Average,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,414,874,GasW,Typical,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,Typical,7,Typ,0,No_Fireplace,Attchd,1958.0,Unf,1,315,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,7,2007,WD ,Normal,-93.618143,42.0459325,144000
1915,535126180,Two_Story_1946_and_Newer,Residential_Low_Density,0,18450,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113,Typical,Good,CBlock,Good,Typical,No,LwQ,4,Rec,723,111,1021,GasA,Typical,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,Typical,7,Sev,1,Poor,CarPort,1965.0,Unf,2,596,Typical,Typical,Paved,0,265,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Abnorml,-93.615535,42.046882000000004,129000
1916,535151020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8760,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,63,936,GasA,Typical,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,Good,4,Typ,0,No_Fireplace,Attchd,1957.0,RFn,1,315,Typical,Typical,Paved,0,0,0,219,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,-93.618786,42.044053000000005,141000
1917,535151100,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,6860,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,100,1008,GasA,Excellent,Y,SBrkr,1008,0,0,1008,1,0,1,0,3,1,Fair,6,Typ,0,No_Fireplace,Detchd,1964.0,Unf,1,308,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,-93.618404,42.043143,131000
1920,535154080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,834,1442,GasA,Good,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1958.0,RFn,1,301,Typical,Typical,Paved,0,0,275,0,0,0,No_Pool,No_Fence,Shed,500,4,2007,COD,Normal,-93.61528100000001,42.043946000000005,157900
1921,535155110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,LwQ,468,108,1056,GasA,Typical,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1954.0,Unf,1,260,Typical,Typical,Paved,390,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.6168658,42.042309499999995,139400
1922,535176070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,11988,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Above_Average,Above_Average,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,467,1244,GasA,Excellent,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,Typical,6,Typ,2,Good,Attchd,1957.0,Unf,1,336,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.613046,42.044218,150000
1923,535177020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1144,1144,GasA,Typical,Y,SBrkr,1144,0,0,1144,0,0,1,0,3,1,Typical,6,Typ,1,Good,Attchd,1960.0,RFn,1,336,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.61169699999999,42.045669000000004,120000
1924,535177110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9736,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Above_Average,Above_Average,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Rec,138,525,1331,GasA,Good,Y,SBrkr,1721,0,0,1721,0,0,1,0,4,1,Typical,8,Typ,3,Typical,Attchd,1957.0,Unf,2,464,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.612347,42.043952000000004,174850
1926,535180030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,72,10152,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,462,1048,GasA,Typical,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1956.0,Unf,1,286,Typical,Typical,Paved,0,20,0,0,192,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.61398299999999,42.042696899999996,135000
1927,535181030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12155,Pave,No_Alley_Access,Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,PosN,Norm,OneFam,One_Story,Above_Average,Fair,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,No,LwQ,4,Unf,0,420,1657,GasA,Good,Y,SBrkr,1657,0,0,1657,0,1,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1970.0,Unf,2,484,Typical,Typical,Paved,0,0,0,0,147,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.610875,42.042728000000004,163500
1928,535181140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,12198,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,Av,Rec,6,Unf,0,424,1204,GasA,Typical,Y,SBrkr,1411,0,0,1411,0,0,1,0,3,1,Typical,7,Typ,1,Typical,Attchd,1955.0,RFn,1,310,Typical,Typical,Paved,278,82,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,COD,Normal,-93.612301,42.04302,130000
1929,535300040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,10050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,928,1216,GasA,Typical,Y,SBrkr,1216,0,0,1216,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1955.0,RFn,1,336,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.61926770000001,42.04186970000001,129500
1931,535301160,Duplex_All_Styles_and_Ages,Residential_Low_Density,70,8078,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,260,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1560,1560,GasA,Typical,Y,SBrkr,1560,0,0,1560,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,1958.0,Unf,2,484,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,-93.61848,42.040773,128600
1932,535302070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,10950,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,507,948,GasA,Typical,Y,SBrkr,948,0,0,948,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1952.0,Unf,2,410,Typical,Typical,Dirt_Gravel,0,48,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.615622,42.040451000000004,125000
1934,535305180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,8923,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,365,1008,GasA,Good,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,1953.0,Unf,1,240,Typical,Typical,Paved,0,18,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.617075,42.039369,134500
1935,535325090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,8540,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Very_Good,1956,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Typical,Typical,No,Rec,6,ALQ,691,120,925,GasA,Typical,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,1956.0,Unf,1,252,Typical,Typical,Paved,152,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.612414,42.039482,127000
1937,535325320,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,55,7150,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Below_Average,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,PConc,Typical,Typical,No,Rec,6,Unf,0,1040,1190,GasA,Good,Y,SBrkr,1040,500,0,1540,1,0,1,0,4,1,Fair,7,Typ,0,No_Fireplace,Detchd,2002.0,Unf,1,352,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.61245,42.03837,115000
1938,535327160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Good,CBlock,Typical,Typical,No,BLQ,2,Unf,0,130,923,GasA,Typical,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,Typical,5,Typ,2,Typical,Attchd,1955.0,Unf,1,390,Typical,Typical,Paved,81,0,0,0,0,0,No_Pool,Good_Wood,None,0,3,2007,WD ,Normal,-93.612075,42.0384781,116900
1939,535327200,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,13300,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Good,Typical,No,Rec,6,Unf,0,551,928,GasA,Typical,Y,SBrkr,928,0,0,928,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,1956.0,Unf,1,252,Typical,Typical,Paved,261,0,156,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.612252,42.038545,132000
1942,535353160,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,14190,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Below_Average,Good,1890,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Good,CBlock,Fair,Typical,No,Unf,7,Unf,0,925,925,GasA,Good,Y,SBrkr,1000,544,0,1544,0,0,2,0,3,1,Typical,7,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,231,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.620343,42.034812,138000
1943,535354050,One_and_Half_Story_Unfinished_All_Ages,Residential_Low_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Unf,Average,Good,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,625,845,GasA,Typical,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Good,4,Typ,0,No_Fireplace,Detchd,1985.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.617191,42.035932,135000
1944,535354260,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,12099,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1953,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Fair,No,LwQ,4,Unf,0,1018,1216,GasA,Excellent,Y,SBrkr,1216,0,512,1728,1,0,1,0,3,1,Typical,7,Typ,1,Good,Attchd,1953.0,Unf,1,371,Typical,Typical,Paved,200,0,0,0,0,0,No_Pool,Good_Wood,None,0,6,2007,WD ,Normal,-93.618445,42.036077,156000
1946,535375130,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10134,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,735,735,GasA,Good,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1940.0,Unf,1,240,Typical,Typical,Paved,0,39,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.61548499999999,42.03725,109000
1947,535376010,One_and_Half_Story_Unfinished_All_Ages,Residential_Low_Density,55,5500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Unf,Below_Average,Above_Average,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,882,882,GasA,Excellent,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,Typical,4,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2007,WD ,Normal,-93.61330090000001,42.0380982,103200
1949,535379060,One_Story_1945_and_Older,Residential_Low_Density,60,10800,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,656,656,GasA,Typical,Y,SBrkr,968,0,0,968,0,0,2,0,4,1,Typical,5,Typ,0,No_Fireplace,Detchd,1928.0,Unf,1,216,Fair,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.612418,42.035779,64500
1951,535382150,One_Story_1945_and_Older,Residential_Low_Density,60,5400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Above_Average,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,691,691,GasA,Excellent,Y,FuseA,691,0,0,691,0,0,1,0,2,1,Excellent,4,Typ,0,No_Fireplace,Detchd,1920.0,Unf,1,216,Fair,Typical,Dirt_Gravel,0,20,94,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Abnorml,-93.613899,42.034878000000006,86000
1952,535402140,Split_or_Multilevel,Residential_Low_Density,93,10090,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Good,Average,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364,Typical,Typical,CBlock,Typical,Typical,Av,Rec,6,ALQ,483,0,725,GasA,Typical,Y,SBrkr,1035,616,0,1651,0,1,2,0,4,1,Typical,6,Typ,2,Typical,BuiltIn,1963.0,Unf,1,276,Typical,Typical,Paved,460,46,0,0,165,0,No_Pool,Minimum_Privacy,None,0,10,2007,WD ,Normal,-93.607117,42.039338,172000
1953,535402180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,8700,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1961,1961,Gable,CompShg,HdBoard,HdBoard,BrkFace,53,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,728,920,GasA,Good,Y,SBrkr,888,0,0,888,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1961.0,Unf,1,240,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,COD,Abnorml,-93.609148,42.039983,120000
1956,535450190,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8064,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Average,Good,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Good,CBlock,Typical,Typical,Mn,Unf,7,Unf,0,672,672,GasA,Excellent,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,Typical,6,Typ,1,Poor,Detchd,2003.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,2000,7,2007,WD ,Normal,-93.610609,42.035733,122900
1957,535450220,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,11664,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,OneFam,One_Story,Above_Average,Average,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,206,Typical,Typical,CBlock,Typical,Fair,No,BLQ,2,Unf,0,746,1082,GasA,Typical,Y,SBrkr,1082,0,0,1082,0,0,1,0,2,1,Typical,5,Typ,1,Good,Detchd,1948.0,Unf,1,240,Typical,Typical,Paved,0,130,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.61061099999999,42.035921,119200
1958,535450310,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,10496,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,Above_Average,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,Typical,Typical,CBlock,Typical,Typical,Mn,Rec,6,Unf,0,844,1040,GasA,Excellent,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,Typical,7,Typ,1,Good,Attchd,1949.0,Unf,1,315,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,1,2007,WD ,Normal,-93.610623,42.037329,143000
1961,535451110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Very_Good,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,149,317,864,GasA,Good,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,1980.0,RFn,2,720,Typical,Typical,Paved,194,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.607963,42.035876,129000
1962,535452060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,422,1010,GasA,Excellent,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Attchd,1960.0,RFn,1,254,Typical,Typical,Paved,0,16,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,4,2007,WD ,Family,-93.606932,42.037106,135000
1965,535453180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7903,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,503,1242,GasA,Good,Y,FuseA,1242,0,0,1242,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1960.0,RFn,1,324,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Family,-93.606782,42.037084,152000
1966,535457020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Rec,154,125,1377,GasA,Typical,Y,SBrkr,1377,0,0,1377,1,0,1,0,3,1,Typical,6,Typ,2,Typical,Attchd,1965.0,Unf,1,351,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,11,2007,WD ,Normal,-93.605942,42.034684999999996,156500
1967,535457040,Duplex_All_Styles_and_Ages,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Artery,Norm,Duplex,One_Story,Average,Below_Average,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1800,1800,GasA,Excellent,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,Typical,10,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.606746,42.034614000000005,141000
1968,535457050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,OneFam,One_Story,Average,Above_Average,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Good,Y,SBrkr,925,0,0,925,0,0,1,0,3,1,Typical,7,Typ,0,No_Fireplace,Attchd,1961.0,Fin,1,300,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.606746,42.034564,99000
1969,535476360,Two_Story_1946_and_Newer,Residential_Low_Density,80,9760,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,North_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340,Typical,Typical,CBlock,Typical,Typical,Gd,BLQ,2,Rec,117,169,822,GasA,Good,Y,SBrkr,1020,831,0,1851,0,0,2,1,3,1,Good,7,Typ,1,Fair,Attchd,1964.0,RFn,2,440,Typical,Typical,Paved,239,42,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,7,2007,WD ,Normal,-93.60483599999999,42.036949,187000
